"income_yr_2019","income_yr_2020","income_yr_2021","stations_count"
1843736,1975675,2126201,4
337497,364276,401395,3
886147,934201,1012658,5
484702,540452,566870,1
1655566,1798265,1922606,6
278054,302340,338192,1
617622,666177,732636,1
9865804,10492064,11234551,12
1185545,1288980,1409153,4
903297,978485,1035573,3
262127,286979,307080,1
66432,74454,84828,2
268921,300014,313586,3
212268,245091,257191,1
1204932,1278213,1365987,3
691787,767664,828264,5
1157359,1273654,1407718,6
89344,88347,94401,2
823597,878001,945297,5
384034,398094,420418,2
208269,222109,241041,3
2355726,2617491,2938381,5
186669,214125,223961,4
1891307,2054528,2287433,4
221137,247548,267534,3
247782,285310,322221,16
29910418,32008515,35246181,98
443831,487851,516409,3
4075581,4332292,4638435,8
3148332,3359009,3594866,17
4056380,4444147,5016318,7
1422544,1544154,1631145,10
6024143,6441173,6897834,31
26666042,28374864,30469772,31
9233680,9924569,10590642,22
24793856,25939157,27987309,40
7017182,7526169,8095769,13
13757969,15155351,16033351,29
83968368,86654329,92848060,144
28594559,30322964,32265066,30
28078352,30075581,32286039,38
6048337,6496246,6888548,14
6217937,6745296,7306345,1
54920477,58783567,63528603,90
16741310,17826365,19045893,16
46593911,47340530,50609752,89
11692315,12017997,13029821,18
26529544,27842874,30065659,55
52875245,55955439,60446686,80
53031401,55330855,59449633,68
49693049,51214074,55067035,64
33590289,36305207,39474190,22
26364032,28516392,30858408,26
3154977,3433388,3743184,13
37178946,36764029,39395044,45
9147619,9571529,10342089,14
39375495,40752801,44056643,54
6096895,6439256,6980545,4
31136800,33705077,36158065,60
2584593,2775784,2945627,1
767174,858309,941307,1
500548,550883,588311,2
2160402,2356201,2496644,3
1163951,1249526,1353643,1
150667,165261,192442,2
114155310,121767470,133596955,319
3810527,4008545,4349385,17
2540985,2710950,2844208,10
182050,196218,209668,3
835855,917580,974849,4
783319,899485,982822,2
2059276,2316074,2507957,3
184145,203475,217938,1
2388130,2645090,2855076,4
328567,357713,387774,3
1411423,1569963,1706274,1
6588622,7160757,7841941,6
4477477,4715660,5049661,9
1001029,1116966,1218739,2
9510296,10079938,10790792,56
452084,523314,572546,2
588268,643950,691415,2
1288377,1433102,1547959,5
518899,578518,634061,2
146375,163874,169824,1
2745245,3051629,3356613,11
19667212,21098892,22259278,367
1717992,1880783,1962676,7
54854029,62197095,66735687,25
8696718,9456376,9991656,42
3144033,3432258,3574854,11
3420422,3702307,3902561,10
5278491,5733851,6041366,30
3841977,4119306,4348209,12
2041919,2221052,2353263,3
3600161,3858841,4029558,33
3562794,3812990,4041890,34
1957456,2145565,2251520,10
1908380,2039479,2158718,8
17662345,18730274,19982443,74
48328762,52647259,54783277,239
1774055,1904891,2016518,57
1980866,2138921,2309122,35
2372956,2582903,2738572,10
2604935,2816828,2930933,16
2339552,2540254,2706507,18
250573,267532,279273,9
2668872,2892832,3113483,12
5398665,5849400,6178742,11
141246604,153686122,163351099,111
1252306,1358230,1451659,3
2916232,3057153,3214923,21
3296318,3512077,3705379,26
40280470,43428947,45344632,212
2086900,2274810,2419489,22
125221986,130637040,138530627,81
295495946,295922430,308346366,367
9892726,10828511,11246678,16
10697063,11543305,12244120,60
25224238,27473774,28863443,118
6201794,6655940,6981181,26
1610864,1773516,1861735,4
4917700,5381080,5701985,9
2731751,2924027,3105545,16
6880210,7239227,7712854,6
117339645,128983941,136713216,107
8089734,8793355,9313581,74
27942107,29919962,32133087,25
20549956,21928649,23465401,39
4266031,4637938,4929884,19
15835321,16887509,17956502,190
8515608,9224559,9878025,89
1349286,1459947,1553692,3
768151,835153,884236,8
1378598,1507189,1592411,6
4473600,4766190,5041314,15
110217697,116878615,124106210,216
3702783,4024533,4299492,18
2273403,2456577,2587015,4
4794901,5116408,5402874,41
9705800,10366436,11078945,99
3544444,3890195,4094067,108
2597515,2821689,2999132,7
4359656,4685272,4864327,28
108091411,112460093,119452645,136
1709223,1855490,1986581,4
1058402,1146475,1204405,4
7036830,7632800,8366592,20
435179,464818,499485,1
881570,926464,1053223,1
1015239,1096874,1180718,2
660102,715432,768549,2
2084842,2219670,2408608,2
712705,749741,846836,2
1168687,1283677,1404404,1
6673086,7277822,7983893,11
13668774,14544552,15720415,54
10268120,11260526,12407280,23
3007259,3232313,3528807,5
3633420,3878654,4163281,7
7390776,7940833,8625094,4
5045386,5372704,5890292,13
987150,1078962,1180820,1
593724,631450,692417,1
3796613,4145511,4570756,3
1860447,2030420,2240563,2
4718408,5068658,5449986,11
13264022,14387295,15766028,22
1377289,1515205,1699699,3
2215306,2412131,2605731,12
6920582,7474094,8205191,14
2154582,2292599,2507108,2
20709035,22212389,23819666,41
2060574,2177202,2521209,4
16853808,18059096,19675335,68
1853326,1984625,2179475,1
18803526,19965858,21734957,23
2600011,2864772,3226343,4
9392830,10212581,11198308,22
299357,318218,347281,4
2438427,2628993,2882582,1
674069,724885,807781,1
25494149,27293876,29643170,50
1867170,1972643,2169706,14
4885652,5283516,5912302,5
2640164,2839928,3101217,9
5387239,5663029,6149222,20
1792003,1956663,2212309,2
9803383,10663080,11669888,19
1576858,1723194,1882332,4
8884651,9816284,11087364,6
2655077,2853792,3151505,5
2299416,2492342,2755162,6
4154874,4505510,4964823,1
1624315,1754638,1921046,3
1539138,1670742,1835954,8
787201,843597,925952,2
70420782,74775692,80619972,212
566259,606173,657965,1
1003608,1083658,1210332,2
5382692,5791619,6245470,9
4159345,4455367,4826728,8
11455481,12295527,13212775,21
702793,725712,800650,2
9015341,9616799,10487249,7
9905781,10354809,11165424,30
568288,609130,658619,2
1605478,1754456,1919994,7
2548697,2748063,3056917,3
1543840,1672982,1834238,1
7818556,8417591,9159356,17
5629566,6055328,6645495,15
1590881,1717520,1903866,3
3969750,4291446,4860145,5
3493881,3756964,4111401,2
5762704,6310722,6927867,6
2300999,2495704,2736899,3
2257390,2398953,2704135,2
2506110,2709633,2970033,2
1767075,1882636,2056514,1
2849107,3044883,3341516,15
583228,631253,698616,5
1514173,1595678,1732932,3
13171529,14130980,15539167,14
1560646,1694571,1872958,4
599615,663611,726839,1
425306,456083,510249,1
2208974,2355338,2536285,30
4969279,5323777,5827845,4
2583359,2749400,3038225,5
3298521,3511999,3812002,13
1467996,1556959,1717229,3
687299,735892,785772,1
387230,438580,446883,2
5921361,6178454,6531248,8
10670660,11412973,12276380,25
3738090,4031180,4226452,9
1028789,975449,998532,1
577520,625409,753200,2
489836,506608,541939,4
1726848,1846839,1970610,3
194706,223473,263795,1
580767,658058,688418,2
828320,879876,992257,2
515553,592525,637812,1
116493,136242,136230,1
2092361,2081137,2067129,3
1130213,1277818,1324513,6
443039,516197,523111,2
540516,646213,690547,1
3852356,3984547,4136840,3
69649849,74981022,81900659,177
2655403,2513275,2451016,3
986895,1100111,1186834,1
4473356,4828783,5119426,14
2070534,2244256,2385275,2
3871972,4195945,4504715,5
2254019,2399939,2523411,17
2215334,2386718,2536095,5
2817079,2817311,2987898,1
19245282,20468756,21711153,32
1105778,1206791,1289683,2
1644871,1821626,1940801,1
5610843,6105932,6500706,3
12042239,12818910,13604750,6
1926046,2028226,2187995,5
4028892,4362083,4617710,5
1327019,1457652,1552708,4
1602907,1782281,1910460,2
69882196,74146565,78449474,103
2249276,2470378,2659762,4
1595160,1721982,1828367,1
16219138,17205064,18454464,43
4180142,4083787,4359273,11
7622672,8294843,8888328,16
1138372,1311543,1383173,2
67761223,73318378,77552338,332
1980672,2126500,2249632,3
1218505,1312891,1390084,2
6833913,7062988,7482213,4
8743070,9291792,9828958,21
1617426,1759709,1863301,5
50361624,53150249,56049565,106
3842513,4180857,4402138,5
1042214,1152660,1244311,6
595612,630406,665480,1
1241200,1364413,1447615,1
1616581,1789314,1927242,2
1123963,1219050,1304293,10
2094902,2232518,2395861,2
2405059,2626662,2814064,4
2823603,3053385,3272805,7
12200860,12942340,13680084,15
8448936,9180014,9836403,17
1988615,2180199,2308703,10
15061870,16144173,17184741,18
20582864,22005006,23221254,32
1889379,2075414,2224805,5
10144143,10919350,11557668,13
2449523,2665511,2860668,5
10550546,11102007,11785817,6
824068,902171,958437,2
2124742,2297225,2500015,4
5228265,5654657,6003694,11
1457252,1607232,1728081,1
3648327,3991075,4247779,9
2194827,2325427,2450452,9
1399380,1528492,1632167,1
2477160,2732912,2932550,2
7455559,7962786,8443036,13
1685347,1847915,1986128,1
4987849,5438154,5804846,6
2988773,3269422,3505901,7
2475132,2685368,2876001,7
3076423,3221433,3443272,3
2229579,2473513,2613806,9
2221891,2381233,2521025,1
17212754,18417230,19598695,28
28997463,30771890,32672387,51
8160992,8801479,9333104,8
4120363,4386851,4682792,2
3594356,3887624,4220979,12
1216143,1332349,1417289,2
456169,507162,536919,1
15088257,16057706,17155337,24
2680306,2843014,3003747,4
5407015,5786449,6164247,12
1582464,1702539,1810463,2
6388427,6758922,7139129,13
1003681,1098244,1179659,1
653565,699035,805613,2
218027,229251,249500,1
452310,486540,518455,1
838237,843475,885081,5
1726939,1866427,2066557,7
1070497,1113132,1198486,3
7011726,7462366,8136748,14
2104598,2192437,2353376,6
1673345,1776339,1935482,5
13251065,13999194,14863872,26
5155019,5493506,5816284,2
249209,271984,281124,1
557244,580142,620473,1
3064034,3253091,3452166,4
1188291,1220523,1301858,4
1465527,1532253,1678933,1
243947,227835,237666,1
2750370,2808927,3025775,3
1110798,1183046,1256400,3
2342811,2461551,2655514,2
25775289,27841755,29375778,63
420142,435473,493151,1
390169,415174,445475,1
1824537,1950822,2091141,4
325804,359542,385809,1
347125,360624,385862,2
1306991,1401561,1511701,4
396217,417228,445335,2
2008086,2105345,2320707,3
1518199,1633414,1747087,3
610988,625073,669861,2
2561525,2708199,2890534,4
498628,522413,559461,1
377121,392641,423681,2
44904840,47028065,50430561,79
1348762,1428143,1540345,2
1709261,1803991,1923118,4
1190355,1270764,1379974,3
607639,638928,690379,1
3180840,3389448,3603603,7
1719927,1753884,1837016,4
1725889,1839129,1969926,4
2918646,3107501,3412155,3
357267,388556,426560,1
4489744,4714678,5041834,6
851305,902378,969052,2
1420974,1534120,1690161,2
1888346,1951559,2084343,3
1130888,1087406,1214226,3
269280,261277,287355,1
42154946,42145628,44768664,60
3445888,3664573,3962296,2
3062473,3853076,4121645,3
390296,397109,430847,1
768513,795996,832047,3
677904,748621,810465,2
4485136,4818137,5201650,22
26039459,28039367,30212946,87
1846453,2015940,2184592,20
2397504,2593311,2843324,14
1057988,1173711,1305173,4
1042062,1150107,1256241,6
11455993,12733152,13873903,39
303012,336436,373121,3
1329838,1440578,1566754,18
10615059,11708142,12717430,42
878255,979457,1081569,10
3863970,4322610,4811881,10
2777323,3067429,3371349,14
331838,360785,389518,1
17859486,19634078,21131525,75
2278146,2466892,2669357,27
5682784,6235005,6841839,26
1020460,1121728,1233592,1
15490534,16971368,18671730,68
556344,597231,635690,3
48750920,52915684,56502646,176
3697007,4027207,4438630,14
1223796,1335333,1432978,13
3220009,3568800,3874507,7
1110245,1204832,1311986,2
328641,361076,399880,3
1165583,1286780,1403849,10
37393746,39807579,42980422,161
51041,57767,61866,3
5068479,5551830,6039901,40
5124600,5480483,5805329,17
79354572,83291957,87385003,222
3032610,3311402,3527900,2
8271103,8972810,9406300,4
2049594,2187528,2369079,5
21655645,23597379,24888804,26
5802876,6249262,6632617,10
2621030,2762067,2938494,6
48415979,51188895,53633052,80
11569954,12346985,13055635,10
5781409,6196994,6538569,4
3420616,3641019,3880028,6
7821644,8322652,8663114,29
46578282,48717677,51431960,103
1620709,1751499,1843345,2
3641860,3980897,4202506,2
1636149,1758245,1847484,4
2830961,3075911,3254995,6
3546424,3837673,4036785,4
14550669,15936676,16734867,44
14807042,15899540,16882181,39
39957121,41903162,44289599,27
1460727,1586866,1590036,1
12456039,13512886,14189543,15
5602505,6091974,6474419,6
7481769,8053226,8617580,12
659135,701873,725119,1
1769833,1941130,2033401,1
3467103,3723938,3973947,6
1952186,2110923,2216299,1
10237305,11081589,11727805,14
29814037,32168792,34075719,92
3807911,4154545,4412555,1
6985072,7505803,8007372,8
20427073,21806380,23484928,60
14615800,15983764,17052703,19
4707843,5222239,5665557,28
108322,129768,127608,2
308667,343828,369927,3
5075801,5479618,5732928,5
1828570,1939434,2043745,1
4727226,5109568,5422791,7
1850197,2029060,2157711,3
7613060,8323052,8991360,12
67497933,72276325,76308438,147
1042852,1099315,1167472,6
17512779,18483451,19838875,33
2158586,2307693,2469445,1
86719151,90752222,95944257,116
2913601,3071019,3357811,8
6149444,6686885,7084510,6
1733581,1883300,2014569,1
3137150,3388596,3544025,4
1705310,1817611,1947086,4
1911553,2036714,2155225,1
2215706,2375009,2531389,2
12011779,12956250,13710248,21
2334885,2513520,2692481,5
18648808,20043536,21138764,18
1281191,1371050,1455356,1
23334786,25013876,26544888,29
3979846,4164201,4462351,8
10187809,10829548,11592569,56
6297729,6719397,7166776,35
31791434,34534648,37142500,172
8850343,9461203,10167264,31
853693,922331,986447,1
7626459,8148704,8719369,4
8409265,8963791,9702692,7
11774698,12444174,13454189,31
9788608,10525670,11579186,9
27142527,28135134,30164082,62
1157142,1275565,1390427,2
1481011,1566340,1710741,1
1173169,1268399,1392176,1
1402841,1512437,1633895,8
2606539,2767827,3002482,2
923325,998850,1111309,3
6127242,6524566,7037374,10
3180972,3405296,3685419,2
26333677,27601032,29596847,78
2686683,2897419,3096655,2
14218903,15639009,17115449,38
1008662,1142977,1259377,4
2877123,3073708,3348461,2
5100672,5024583,5521806,3
2423120,2599073,2796517,1
14524516,15304925,16598785,16
1026017,1102365,1195086,3
1522152,1628897,1782645,3
3659033,3848957,4145189,10
3026713,3262613,3515592,5
5119832,5413395,5797245,8
19535665,20746377,22161988,34
14533789,15691214,16993490,14
4233730,4528783,4928477,10
943698,1018777,1102823,4
13852394,14989748,16324646,18
1652500,1771237,1865655,1
2156933,2428249,2516359,3
589825,636502,716418,2
1462436,1600589,1688200,1
448735,477250,514438,10
1040073,1115002,1177923,1
317749,340572,368920,1
959831,990631,1091121,2
49665,53011,75864,1
650790,711795,757584,1
6588760,7016948,7653014,6
1396746,1491707,1583252,4
4446846,4849798,5242594,1
156392,177156,215920,1
1296712,1430507,1537965,2
12098453,13044332,13916735,13
6182974,6712114,7159506,22
3381932,3644087,3948724,4
1954772,2092979,2355731,1
424058,460287,513004,2
6153215,6643051,7237509,13
4343696,4710503,5112487,1
1407399,1520273,1680937,1
1979895,2119219,2286860,1
1923032,2029263,2245102,1
1218261,1344423,1470706,1
2353709,2545152,2733101,5
2367343,2556288,2766287,4
50653589,53559329,57785446,219
498216,522473,557155,1
831819,899744,975449,1
2351777,2500158,2776634,6
1573374,1690249,1887836,1
643565,693657,761572,1
1722436,1854465,1986827,1
2587610,2741913,2951702,4
2478601,2694050,2916155,2
19814433,20751613,22181130,55
188441,207435,231673,1
1047946,1135045,1211561,4
2008245,2166583,2373759,1
1382724,1502116,1607184,2
387682,419185,457703,1
2100816,2267448,2465785,2
25022418,26986152,29168574,50
1573111,1664939,1851862,1
2952478,3173283,3437768,4
2012041,2172769,2363213,1
840615,900131,1019442,1
4329610,4677778,5037873,5
1160945,1242391,1344484,8
4460178,4883371,5451827,11
9210891,10061129,10962790,9
684540,739660,829022,1
780874,854099,935454,1
287032,300409,325358,1
203276,214547,230117,1
588391,629810,696455,4
3293924,3560122,3859365,8
3200725,3389406,3786219,2
14525073,15647966,17401617,30
4225819,4533493,4877518,40
47530755,50542871,54738720,30
830083,877973,980407,1
6968640,7433602,8029880,11
10043023,10765122,11853951,7
667740,708110,761788,1
193675,213910,231896,3
1475150,1595487,1714718,3
5965812,6451103,6992162,8
1259631,1351796,1498709,3
950270,1031223,1127280,1
23205807,24794728,27542073,49
7620083,8114385,8997952,4
2114625,2251483,2478790,4
3490130,3686181,3994017,1
1294294,1349661,1467599,3
1628059,1660546,1770681,1
1107004,1169623,1265999,2
3559572,3914961,4513977,9
16002569,17281904,18755136,22
93739999,97376012,105022781,160
680805,732282,785525,6
3860409,4138275,4424586,3
18828490,19924966,21399140,21
9569716,10196030,11069783,19
437471,465575,500987,4
2579527,2757010,3025679,2
1155632,1177397,1195244,2
624632,663652,719347,1
12750515,14337302,16016476,12
225099,241086,269122,2
476005,503744,533040,1
142718,152581,162079,1
362144,387067,424045,1
73362556,77500394,85435514,168
1055583,1125007,1221682,2
9825181,10495538,11735054,3
596691,646438,690289,1
2698824,2917721,3156665,1
162139,166540,174916,2
125641,144912,156354,2
168511762,172648251,186760534,328
507953,545929,572721,1
55032735,58886341,64759448,48
1201875,1179756,1332842,1
74759,82068,88512,1
433652,431121,472546,1
1198951,1058276,1186170,2
8694234,8166011,8636134,3
8896939,9607839,10821508,7
32579005,35308598,38245050,29
1786301,1912497,2034672,1
1453676,1512107,1613027,4
50801732,52213834,56488118,45
19442634,20063655,21328914,28
1854342,1964307,2130226,7
6137645,6563975,7253087,8
5906642,6187301,6577421,8
1089605,1165561,1269450,4
7995694,8554899,9239594,10
1192593,1279862,1402943,1
563141,594732,639167,1
2765423,2853085,2993594,3
284905380,291723832,311430719,376
2986984,3087061,3314207,3
11335317,12521811,14326908,48
3478135,3700538,4065751,2
24428598,27336762,30374915,14
1555073,1659210,1822365,4
987192,1052274,1123404,5
3350515,3570028,3911877,3
1592076,1693092,1870658,1
1640804,1634203,1740771,1
4039320,4344500,4838988,1
714656,719238,785860,1
1476486,1540030,1631430,1
101540,106160,115580,1
11201120,11710811,12239448,5
1700770,1834591,1977009,1
7973194,8625367,9667250,7
6197865,6803648,7808582,7
4077065,4179972,4521032,5
2859066,3023699,3264115,8
204834,218443,237216,4
1259649,1302797,1403639,4
2169885,2341940,2539934,1
1125475,1203980,1301889,2
952556,956555,1003462,1
723094,760628,848685,1
461181,483104,524862,2
1144364,1205745,1311848,4
14078519,14926650,15999431,9
310193,320094,344593,1
11000967,11956868,13027403,10
459261,495964,560509,2
1661839,1723779,1845376,2
1883020,2049750,2232152,1
2240221,2381312,2603003,1
24411344,18788666,21288003,5
39946816,41520917,44756112,41
1009088,1071712,1195988,2
2567449,2718938,2990626,2
2049649,2210198,2444624,2
672864,698186,768228,2
16689389,17354128,18661085,19
594253,552721,628463,1
3839928,3978309,4144861,1
8462292,9162758,10245737,6
629468,621861,660065,2
2140497,2313862,2490838,1
5629486,6131166,6499175,6
312910,338748,379304,2
6992146,7508592,8110571,7
200825,190487,198682,1
130756,143318,156700,1
761016,707834,765078,4
752722,796308,896972,1
6826058,7302790,8243591,9
3128937,3264581,3581951,1
13103925,13068217,14298554,11
1808023,2074547,2307314,1
110587518,115364800,125334153,197
6710260,7337215,8358224,3
1224322,1356973,1496999,1
6218582,6717160,7150002,4
93065302,95888612,106640894,594
1114719,1197715,1316998,1
1904875,2023777,2218485,1
2315291,2487483,2760114,2
4859450,4944484,5319509,5
2280231,2412874,2600169,7
2521924,2712100,2953411,1
198238,219019,231669,1
292811,300871,321233,1
653618,577475,616783,1
1993554,2116631,2199924,4
9279652,9960505,10945472,8
1938113,2011987,2209032,2
218836,231835,245887,1
5808044,6100214,6530766,6
662998,685939,763255,1
32098860,35215215,40466221,65
2485229,2604321,2858211,1
3245482,3469210,3863290,1
253740,308925,340414,3
2209901,2449236,2713188,13
5407433,5775464,6495574,20
817827,876882,919193,5
17050982,18472594,20134617,43
761349,808284,849060,1
344077,383950,407359,6
198698,218920,257521,5
569870,611012,674784,12
1895406,2105753,2350189,9
462696,514164,584171,1
325035,359405,398337,13
491054,533085,582916,4
98704,104337,112397,4
62963324,68835333,74207465,375
426384,469000,493181,5
933222,1044997,1139182,1
775541,848268,919681,8
6937590,7387061,7927922,25
2778861,3101307,3535506,6
1137071,1182566,1271778,1
28497337,31321836,34702132,149
2144097,2332810,2581316,10
7494858,8218873,9018584,40
111648,125018,134670,1
11184335,12150663,13315115,42
23165412,24040586,25067784,112
275317,287459,296855,1
3814776,4059610,4315912,4
1733631,1833103,1964118,2
536877,586702,640013,1
1331466,1439191,1555626,2
19753695,21140166,22686111,26
1006550,1054838,1122068,3
2556787,2742150,2965776,1
382400,407764,455399,4
465423,506668,547475,2
5226581,5444716,5817340,8
626018,672659,737461,3
1272012,1357851,1486276,1
2408205,2573164,2761392,1
681540,731903,796597,1
2549933,2632544,2823587,11
1260671,1353437,1469513,4
6730416,7226633,7693263,13
22927990,23380013,24899824,66
2128223,2273823,2474712,1
1490293,1588401,1706429,4
680214,724057,770139,1
34302870,36160789,38591724,76
1663242,1792478,1945859,3
664459,715261,768867,2
1153932,1254803,1391986,1
569338,596666,637649,1
802996,868139,933028,2
1847566,1972172,2152794,1
669302,724127,772571,1
681389,717301,757882,2
538003,581288,668214,1
1882400,2015227,2151278,4
936132,1009751,1122673,5
596576,643349,696409,1
1353406,1471832,1592533,2
516083,526877,564271,3
340551,375861,403505,56
2035940,2205647,2405535,9
1117727,1207544,1318810,1
8669556,9258246,10127799,7
352094,379491,422377,1
1921145,2065348,2221822,6
821982,885271,940100,1
1031394,1128975,1228376,4
2008490,2131457,2218471,19
2045678,2174744,2286739,24
1326646,1454921,1536368,20
10340526,10959450,11469495,86
248604,266583,285112,3
2446164,2619370,2755611,8
473625,491497,523498,1
1434558,1542988,1627775,25
1449546,1559900,1641677,7
1248906,1364429,1431298,9
3170760,3395132,3504044,27
3587050,3906026,4049660,59
2269691,2455828,2573700,30
3534244,3775374,4045968,35
1607878,1725080,1912316,4
1196620,1288542,1377607,1
3051473,3345136,3618749,10
1781097,1911724,2028574,16
213817002,226652826,243727550,928
16027659,17175888,18610871,39
2058558,2257289,2404427,12
1122347,1208102,1285404,2
3586707,3985122,4432337,8
493704,555594,579325,3
2933279,3201592,3543729,6
1780504,2010393,2153744,10
942868,1031935,1115897,4
584443,648706,716839,1
47881885,52109702,57004972,130
1430810,1505554,1615169,11
7040944,7660712,8376697,33
606630,650346,712605,4
48238677,52643791,57396085,102
24603247,26836847,29360621,79
1852204,2028864,2258103,3
15229670,16716772,18195215,61
199028,217628,239360,2
2892687,3161236,3375142,18
11650371,12485186,13303658,38
1979372,2113369,2226184,7
11053209,12137974,13025027,17
5289435,5726234,6273083,4
459743,484829,508826,2
4116150,4377971,4658385,5
1574239,1644396,1762220,2
432647,467881,501297,1
1381411,1451973,1541812,7
885595,937307,1016377,2
493986,517080,574359,3
3426141,3508137,3727366,4
1126045,1183770,1267087,1
3062783,3225997,3456333,7
8942875,9408568,9946958,14
679397,697218,732110,3
1227794,1310394,1396458,2
2445620,2559022,2707283,1
2292781,2444021,2633587,3
5073902,5284163,5593389,13
666172,710592,771137,5
2555948,2416533,2568653,6
341854,370109,393901,2
2767931,2890308,3065465,8
3218191,3263060,3486791,3
444881,467666,509612,3
713397,732776,780532,1
301840,326719,348618,4
830136,928053,987057,3
1067306,1146898,1244469,1
9944548,10754179,11542478,22
4262493,4678447,5001118,36
3687027,3994628,4293217,20
27585235,29608413,32436906,78
226342,258364,285280,3
5072786,5533068,6083588,7
1779473,1973564,2153793,5
3754431,4150556,4514149,7
4001273,4603636,4898957,10
4883205,5253282,5699555,8
871007,905781,956092,1
1406549,1475006,1581500,1
3951023,4049603,4375933,8
638853,678297,734273,2
850712,910790,960296,5
2345712,2489581,2658235,1
774143,824862,879675,4
14299426,15131527,15981009,16
2680349,2835318,3004263,3
3106251,3326229,3571583,1
3086810,3309669,3550709,2
2355670,2532958,2697278,5
1962315,2081296,2228163,2
850536,893739,948200,1
4042187,4295872,4575326,4
1067589,1150157,1233965,1
8320567,8868162,9632033,15
6192939,6598935,7021383,18
863318,935325,994760,1
3817714,4082134,4326678,3
7175658,7595053,7996755,3
1886902,2002558,2146725,4
45398877,48377271,51904010,79
1974747,2149791,2263443,8
1880064,2007120,2137186,3
10029218,10589671,11228691,11
7736465,8048666,8576270,5
2061280,2156945,2317982,1
2106284,2246654,2402625,3
3358490,3580301,3765451,7
633440,672923,718630,1
9941859,10465282,11200309,13
767587,831434,873492,2
7510105,8039652,8677198,5
637313,683018,732194,1
5335900,5627559,6063777,7
3462158,3693778,3983287,5
1798503,1931283,2032555,4
6202453,6519746,6879349,5
1305881,1406121,1518426,4
5468959,5801707,6216508,10
786043,843443,901849,1
8167470,8536777,9067693,4
30308991,31621816,33531140,14
2407610,2552443,2713708,2
8446761,8882829,9473946,6
3516911,3718284,3934748,2
1594486,1707698,1825036,3
476180,520976,549715,2
2521268,2546129,2598834,2
857836,903546,949319,2
959618,936609,951343,1
1840362,1930190,2023919,8
476951,492822,528539,1
5313563,5533843,5915191,5
957571,1079057,1248380,2
5526261,5393722,5582770,3
113671,123095,131156,1
1787402,1853345,1985442,11
440113,440204,464250,2
1840211,1913963,2039562,3
544395,547627,570695,1
2402588,2326633,2369272,3
6477125,6786373,7503861,23
749627,783725,869601,2
4301429,4597862,4942877,3
1625231,1735704,1890118,1
538034,566371,646954,1
2286312,2435403,2665155,1
402913,437665,471880,1
1333444,1415448,1555667,2
506454,525242,602316,1
3477593,3691230,4122247,6
1861929,1970111,2166886,3
2361236,2506990,2874405,2
3869418,4114541,4390379,2
35434914,37493093,40075254,122
4040740,4278931,4580558,2
1836396,1941002,2070310,22
1886285,2043417,2171379,3
5208578,5558365,5928614,13
270430,267865,296710,2
5208301,5528983,5883749,7
304110,329977,362514,5
1146240,1257230,1334350,4
992030,1061101,1169185,3
3030041,3345383,3624268,15
